Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
MERCEDES-BENZ,E 400 HYBRID,MID-SIZE,0.3466666666666667,0.23076923076923078,AS7,Z,0.20454545454545453,0.23493975903614459,0.21363636363636368,0.3620689655172414,0.24882629107981222
LINCOLN,MKC AWD,SUV - SMALL,0.14666666666666667,0.07692307692307693,AS6,X,0.31060606060606055,0.3012048192771084,0.30909090909090914,0.25862068965517243,0.363849765258216
MAZDA,Mazda3 5-Door (SIL),MID-SIZE,0.14666666666666667,0.07692307692307693,M6,X,0.17045454545454541,0.15662650602409636,0.1681818181818182,0.4310344827586207,0.1995305164319249
BMW,X4 M40i,SUV - SMALL,0.28,0.23076923076923078,AS8,Z,0.32954545454545453,0.3313253012048192,0.33181818181818185,0.24137931034482757,0.39906103286384975
HONDA,ACCORD,FULL-SIZE,0.08000000000000002,0.07692307692307693,AV,X,0.14015151515151514,0.13855421686746985,0.14090909090909093,0.4827586206896552,0.16901408450704228
HONDA,CR-Z,TWO-SEATER,0.08000000000000002,0.07692307692307693,AV7,X,0.10606060606060608,0.14457831325301204,0.12272727272727274,0.5344827586206897,0.14319248826291078
MITSUBISHI,RVR 4WD,SUV - SMALL,0.2,0.07692307692307693,AV6,X,0.23106060606060608,0.25903614457831325,0.24090909090909096,0.32758620689655177,0.2863849765258216
NISSAN,VERSA,MID-SIZE,0.09333333333333335,0.07692307692307693,M5,X,0.16666666666666663,0.15662650602409636,0.1636363636363637,0.44827586206896547,0.19718309859154928
CHEVROLET,MALIBU,MID-SIZE,0.14666666666666667,0.07692307692307693,AS6,Z,0.2727272727272727,0.23493975903614459,0.25909090909090915,0.3103448275862069,0.30281690140845063
BMW,430i xDrive Gran Coupe,COMPACT,0.14666666666666667,0.07692307692307693,AS8,Z,0.2537878787878788,0.2108433734939759,0.24090909090909096,0.32758620689655177,0.28873239436619713
KIA,RONDO,STATION WAGON - MID-SIZE,0.14666666666666667,0.07692307692307693,AS6,X,0.22348484848484845,0.21686746987951802,0.22272727272727277,0.3448275862068965,0.27699530516431925
CADILLAC,XTS AWD,FULL-SIZE,0.36,0.23076923076923078,AS6,X,0.3712121212121212,0.30722891566265054,0.35000000000000003,0.22413793103448276,0.41079812206572763
AUDI,S4,COMPACT,0.28,0.23076923076923078,M6,Z,0.36363636363636365,0.3012048192771084,0.3454545454545454,0.22413793103448276,0.4061032863849765
ROLLS-ROYCE,GHOST,FULL-SIZE,0.7599999999999999,0.6923076923076923,AS8,Z,0.5681818181818181,0.5060240963855421,0.5454545454545456,0.12068965517241381,0.6431924882629108
MERCEDES-BENZ,B 250,STATION WAGON - SMALL,0.14666666666666667,0.07692307692307693,AM7,Z,0.2121212121212121,0.16867469879518068,0.1954545454545455,0.396551724137931,0.23474178403755872
MERCEDES-BENZ,AMG S 63 4MATIC+ Coupe,COMPACT,0.41333333333333333,0.38461538461538464,A9,Z,0.3712121212121212,0.2831325301204818,0.3409090909090909,0.22413793103448276,0.41079812206572763
BUICK,LACROSSE eASSIST,MID-SIZE,0.2,0.07692307692307693,AS6,X,0.20454545454545453,0.15060240963855417,0.18636363636363634,0.396551724137931,0.2183098591549296
MINI,COOPER S CONVERTIBLE,MINICOMPACT,0.14666666666666667,0.07692307692307693,M6,Z,0.22727272727272724,0.1987951807228915,0.21818181818181825,0.3620689655172414,0.2676056338028169
HYUNDAI,ELANTRA,MID-SIZE,0.09333333333333335,0.07692307692307693,AM7,X,0.17803030303030304,0.18072289156626506,0.18181818181818182,0.41379310344827586,0.2183098591549296
BMW,M850i xDrive Gran Coupe,MID-SIZE,0.4666666666666667,0.38461538461538464,AS8,Z,0.39015151515151514,0.35542168674698793,0.37727272727272737,0.20689655172413796,0.45539906103286387
AUDI,S8,MID-SIZE,0.41333333333333333,0.38461538461538464,AS8,Z,0.4545454545454545,0.35542168674698793,0.4227272727272728,0.1724137931034483,0.5070422535211268
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,0.18666666666666665,0.07692307692307693,M6,X,0.28787878787878785,0.2650602409638554,0.2818181818181819,0.27586206896551724,0.3380281690140845
KIA,SOUL,STATION WAGON - SMALL,0.14666666666666667,0.07692307692307693,AS6,X,0.2121212121212121,0.2108433734939759,0.21363636363636368,0.3620689655172414,0.26291079812206575
GMC,YUKON XL,SUV - STANDARD,0.5866666666666667,0.38461538461538464,A6,X,0.41287878787878785,0.3855421686746987,0.4045454545454546,0.1896551724137931,0.49061032863849763
CHRYSLER,300 AWD FFV,FULL-SIZE,0.36,0.23076923076923078,A8,X,0.32575757575757575,0.27710843373493965,0.30909090909090914,0.25862068965517243,0.363849765258216
INFINITI,Q60 AWD,SUBCOMPACT,0.28,0.23076923076923078,AS7,Z,0.3068181818181818,0.2831325301204818,0.3,0.25862068965517243,0.363849765258216
LINCOLN,Nautilus,SUV - SMALL,0.24000000000000005,0.23076923076923078,AS8,X,0.3181818181818181,0.31325301204819267,0.31363636363636366,0.25862068965517243,0.38262910798122063
CHRYSLER,300 AWD FFV,FULL-SIZE,0.36,0.23076923076923078,A8,E,0.5075757575757576,0.4819277108433734,0.49545454545454554,0.13793103448275862,0.35680751173708913
FIAT,500X,SUV - SMALL,0.2,0.07692307692307693,A9,X,0.24621212121212116,0.2228915662650602,0.23636363636363644,0.32758620689655177,0.28873239436619713
BUICK,Encore GX AWD,SUV - SMALL,0.053333333333333344,0.0,A9,X,0.18181818181818177,0.24096385542168672,0.2,0.37931034482758624,0.24178403755868547
FORD,TAURUS FFV AWD,FULL-SIZE,0.3466666666666667,0.23076923076923078,AS6,E,0.5492424242424241,0.5662650602409638,0.5545454545454547,0.10344827586206895,0.41079812206572763
MINI,COOPER CLUBMAN,MID-SIZE,0.08000000000000002,0.0,M6,Z,0.20075757575757575,0.15662650602409636,0.18636363636363634,0.396551724137931,0.23004694835680753
MERCEDES-BENZ,AMG E 63 S 4MATIC WAGON,STATION WAGON - MID-SIZE,0.6133333333333333,0.38461538461538464,AS7,Z,0.41666666666666663,0.4216867469879517,0.41818181818181827,0.1724137931034483,0.5023474178403756
TOYOTA,Camry LE/SE,MID-SIZE,0.21333333333333332,0.07692307692307693,AS8,X,0.15909090909090906,0.12650602409638553,0.15000000000000002,0.46551724137931033,0.18075117370892022
KIA,FORTE 5,FULL-SIZE,0.09333333333333335,0.07692307692307693,AS6,X,0.2613636363636363,0.24096385542168672,0.2545454545454545,0.3103448275862069,0.2981220657276995
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,0.14666666666666667,0.07692307692307693,M6,X,0.1515151515151515,0.11445783132530121,0.13636363636363635,0.5,0.16666666666666666
GMC,SIERRA,PICKUP TRUCK - STANDARD,0.45333333333333325,0.23076923076923078,A6,E,0.5568181818181817,0.6144578313253011,0.5772727272727274,0.10344827586206895,0.4061032863849765
KIA,FORTE 5,FULL-SIZE,0.14666666666666667,0.07692307692307693,A6,X,0.20833333333333326,0.16867469879518068,0.1954545454545455,0.396551724137931,0.2276995305164319
SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,0.14666666666666667,0.07692307692307693,AV7,X,0.15530303030303033,0.14457831325301204,0.1545454545454546,0.46551724137931033,0.18309859154929578
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,0.45333333333333325,0.23076923076923078,A6,X,0.3749999999999999,0.3975903614457831,0.3818181818181819,0.20689655172413796,0.46478873239436613
MITSUBISHI,RVR 4WD,SUV - SMALL,0.14666666666666667,0.07692307692307693,AV6,X,0.22348484848484845,0.253012048192771,0.2318181818181818,0.3448275862068965,0.27464788732394363
SUBARU,BRZ,MINICOMPACT,0.14666666666666667,0.07692307692307693,AS6,Z,0.20454545454545453,0.18072289156626506,0.1954545454545455,0.396551724137931,0.2276995305164319
MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,0.28,0.23076923076923078,A9,Z,0.35606060606060597,0.3674698795180722,0.35909090909090907,0.22413793103448276,0.4342723004694835
JEEP,Cherokee 4X4 Active Drive Lock,SUV - SMALL,0.3066666666666667,0.23076923076923078,A9,X,0.32954545454545453,0.35542168674698793,0.3409090909090909,0.22413793103448276,0.4061032863849765
INFINITI,Q50 HYBRID,COMPACT,0.3466666666666667,0.23076923076923078,AS7,Z,0.1515151515151515,0.16265060240963855,0.1545454545454546,0.46551724137931033,0.1784037558685446
FIAT,500,MINICOMPACT,0.06666666666666665,0.07692307692307693,M5,X,0.15909090909090906,0.18072289156626506,0.1681818181818182,0.4310344827586207,0.20187793427230047
AUDI,RS 3,SUBCOMPACT,0.21333333333333332,0.15384615384615385,AM7,Z,0.31060606060606055,0.2650602409638554,0.29545454545454547,0.27586206896551724,0.3544600938967136
FORD,Fiesta ST,SUBCOMPACT,0.09333333333333335,0.07692307692307693,M6,X,0.18939393939393934,0.20481927710843376,0.1954545454545455,0.396551724137931,0.23474178403755872
VOLKSWAGEN,Golf GTI,COMPACT,0.14666666666666667,0.07692307692307693,M6,X,0.2121212121212121,0.1987951807228915,0.2090909090909091,0.3620689655172414,0.25117370892018775
AUDI,Q5,SUV - SMALL,0.28,0.23076923076923078,AS8,Z,0.32954545454545453,0.31325301204819267,0.3227272727272727,0.24137931034482757,0.380281690140845
ASTON MARTIN,DB11 AMR,MINICOMPACT,0.5733333333333334,0.6923076923076923,A8,Z,0.428030303030303,0.3975903614457831,0.41818181818181827,0.1724137931034483,0.5070422535211268
SUBARU,WRX,COMPACT,0.14666666666666667,0.07692307692307693,AV8,Z,0.31060606060606055,0.32530120481927705,0.3181818181818182,0.24137931034482757,0.37323943661971826
KIA,FORTE 5,FULL-SIZE,0.09333333333333335,0.07692307692307693,AM7,X,0.19696969696969696,0.23493975903614459,0.2090909090909091,0.3620689655172414,0.2605633802816901
VOLKSWAGEN,PASSAT TDI (modified),MID-SIZE,0.14666666666666667,0.07692307692307693,M6,D,0.13636363636363635,0.0783132530120482,0.11818181818181822,0.5344827586206897,0.20187793427230047
BENTLEY,FLYING SPUR,MID-SIZE,0.68,0.6923076923076923,AS8,Z,0.6098484848484848,0.47590361445783125,0.5636363636363637,0.10344827586206895,0.6854460093896714
HONDA,HR-V AWD,STATION WAGON - SMALL,0.12,0.07692307692307693,AV,X,0.17424242424242425,0.2108433734939759,0.18636363636363634,0.396551724137931,0.2276995305164319
RAM,ProMaster City,SPECIAL PURPOSE VEHICLE,0.2,0.07692307692307693,A9,X,0.2651515151515151,0.25903614457831325,0.26363636363636367,0.3103448275862069,0.31924882629107976
GMC,CANYON,PICKUP TRUCK - SMALL,0.2533333333333333,0.07692307692307693,A6,D,0.25,0.2228915662650602,0.24090909090909096,0.32758620689655177,0.3661971830985915
ROLLS-ROYCE,PHANTOM COUPE,COMPACT,0.7733333333333333,0.6923076923076923,AS8,Z,0.6325757575757575,0.5240963855421685,0.5954545454545455,0.08620689655172414,0.7206572769953051
SUBARU,FORESTER AWD,SUV - SMALL,0.14666666666666667,0.07692307692307693,AV8,Z,0.22727272727272724,0.2710843373493975,0.24090909090909096,0.32758620689655177,0.2816901408450704
GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,0.5866666666666667,0.38461538461538464,A4,X,0.5340909090909091,0.6144578313253011,0.5636363636363637,0.10344827586206895,0.6666666666666666
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,0.36,0.23076923076923078,A8,E,0.6174242424242423,0.6325301204819276,0.6227272727272728,0.08620689655172414,0.4436619718309859
DODGE,JOURNEY FFV,SUV - SMALL,0.36,0.23076923076923078,A6,X,0.3787878787878787,0.32530120481927705,0.3636363636363637,0.20689655172413796,0.43896713615023475
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,0.21333333333333332,0.07692307692307693,A6,X,0.3219696969696969,0.3313253012048192,0.3272727272727273,0.24137931034482757,0.38497652582159625
FORD,Expedition MAX 4X4,SUV - STANDARD,0.3466666666666667,0.23076923076923078,AS10,X,0.3977272727272726,0.433734939759036,0.4090909090909091,0.1896551724137931,0.4976525821596244
BMW,M6,COMPACT,0.4666666666666667,0.38461538461538464,AM7,Z,0.4924242424242423,0.45783132530120474,0.48181818181818187,0.13793103448275862,0.5798122065727699
CHEVROLET,CORVETTE,TWO-SEATER,0.7066666666666667,0.38461538461538464,M7,Z,0.35984848484848475,0.253012048192771,0.3227272727272727,0.24137931034482757,0.380281690140845
CHEVROLET,ORLANDO,SUV - SMALL,0.2,0.07692307692307693,M6,X,0.28787878787878785,0.25903614457831325,0.2772727272727273,0.29310344827586204,0.3262910798122065
MERCEDES-BENZ,AMG C 43 4MATIC Wagon,STATION WAGON - SMALL,0.28,0.23076923076923078,A9,Z,0.31060606060606055,0.29518072289156627,0.3045454545454546,0.25862068965517243,0.37323943661971826
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,0.5466666666666666,0.38461538461538464,AS6,E,0.6590909090909091,0.6686746987951806,0.6636363636363636,0.06896551724137934,0.49295774647887325
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,0.5866666666666667,0.38461538461538464,A6,X,0.41287878787878785,0.3855421686746987,0.4045454545454546,0.1896551724137931,0.49061032863849763
FORD,EXPEDITION 4X4,SUV - STANDARD,0.3466666666666667,0.23076923076923078,AS6,X,0.4545454545454545,0.47590361445783125,0.4636363636363637,0.15517241379310348,0.5586854460093896
VOLKSWAGEN,PASSAT,MID-SIZE,0.12,0.07692307692307693,M6,X,0.20075757575757575,0.14457831325301204,0.18181818181818182,0.41379310344827586,0.2183098591549296
SCION,iM,MID-SIZE,0.12,0.07692307692307693,M6,X,0.16666666666666663,0.15662650602409636,0.1636363636363637,0.44827586206896547,0.19718309859154928
KIA,SOUL,STATION WAGON - SMALL,0.14666666666666667,0.07692307692307693,AS6,X,0.20075757575757575,0.2289156626506024,0.2090909090909091,0.3620689655172414,0.2582159624413145
INFINITI,QX50 AWD,STATION WAGON - SMALL,0.37333333333333335,0.23076923076923078,AS7,Z,0.35984848484848475,0.34337349397590355,0.35454545454545455,0.22413793103448276,0.4295774647887324
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,0.5866666666666667,0.38461538461538464,A8,X,0.43181818181818177,0.45783132530120474,0.440909090909091,0.15517241379310348,0.5352112676056338
PORSCHE,CAYENNE PLATINUM,SUV - STANDARD,0.36,0.23076923076923078,A8,Z,0.35606060606060597,0.37349397590361433,0.3636363636363637,0.20689655172413796,0.4342723004694835
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,0.12,0.07692307692307693,AV,X,0.13257575757575757,0.09638554216867465,0.12272727272727274,0.5344827586206897,0.14084507042253522
GMC,TERRAIN FFV,SUV - SMALL,0.2,0.07692307692307693,A6,X,0.2386363636363636,0.1987951807228915,0.2272727272727273,0.3448275862068965,0.27699530516431925
INFINITI,Q50S RED SPORT,MID-SIZE,0.28,0.23076923076923078,AS7,Z,0.28787878787878785,0.28915662650602403,0.29090909090909095,0.27586206896551724,0.3544600938967136
FIAT,500X,SUV - SMALL,0.2,0.07692307692307693,A9,X,0.24621212121212116,0.2289156626506024,0.24090909090909096,0.32758620689655177,0.29107981220657275
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,0.64,0.38461538461538464,AS6,X,0.5378787878787877,0.5903614457831324,0.5590909090909091,0.10344827586206895,0.676056338028169
CHRYSLER,300 AWD FFV,FULL-SIZE,0.36,0.23076923076923078,A8,E,0.4962121212121212,0.46385542168674687,0.4863636363636364,0.13793103448275862,0.33098591549295775
HONDA,Fit,STATION WAGON - SMALL,0.08000000000000002,0.07692307692307693,AV,X,0.10606060606060608,0.11445783132530121,0.10909090909090913,0.5517241379310345,0.12910798122065728
CHEVROLET,Camaro SS,SUBCOMPACT,0.7066666666666667,0.38461538461538464,M6,Z,0.4053030303030303,0.35542168674698793,0.3863636363636364,0.1896551724137931,0.4694835680751174
HYUNDAI,Santa Fe AWD,SUV - SMALL,0.14666666666666667,0.07692307692307693,AS8,X,0.3068181818181818,0.3493975903614458,0.3227272727272727,0.24137931034482757,0.3896713615023474
LINCOLN,Nautilus AWD,SUV - SMALL,0.24000000000000005,0.23076923076923078,AS8,X,0.31439393939393934,0.31325301204819267,0.31363636363636366,0.25862068965517243,0.380281690140845
KIA,K900,FULL-SIZE,0.5466666666666666,0.38461538461538464,AS8,Z,0.43181818181818177,0.3975903614457831,0.41818181818181827,0.1724137931034483,0.5187793427230046
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,0.45333333333333325,0.23076923076923078,A6,X,0.43939393939393934,0.47590361445783125,0.45,0.15517241379310348,0.5469483568075117
CADILLAC,CTS Vsport,MID-SIZE,0.36,0.23076923076923078,AS8,Z,0.41287878787878785,0.35542168674698793,0.39090909090909093,0.1896551724137931,0.460093896713615
BMW,M240i Coupe M Performance,SUBCOMPACT,0.28,0.23076923076923078,AS8,Z,0.2727272727272727,0.24698795180722885,0.26363636363636367,0.3103448275862069,0.31690140845070425
NISSAN,Murano,STATION WAGON - MID-SIZE,0.3466666666666667,0.23076923076923078,AV7,X,0.284090909090909,0.25903614457831325,0.2772727272727273,0.29310344827586204,0.3380281690140845
GMC,YUKON DENALI 4WD,SUV - STANDARD,0.7066666666666667,0.38461538461538464,A6,Z,0.4545454545454545,0.4457831325301205,0.45,0.15517241379310348,0.5305164319248826
CHEVROLET,Camaro,SUBCOMPACT,0.14666666666666667,0.07692307692307693,AS8,Z,0.2537878787878788,0.21686746987951802,0.24090909090909096,0.32758620689655177,0.28873239436619713
SMART,FORTWO COUPE,TWO-SEATER,0.0,0.0,AM6,Z,0.125,0.12650602409638553,0.12727272727272732,0.5172413793103448,0.14319248826291078
CHEVROLET,CORVETTE Z06,TWO-SEATER,0.7066666666666667,0.38461538461538464,AS8,Z,0.5075757575757576,0.37951807228915657,0.4636363636363637,0.15517241379310348,0.5633802816901409
GENESIS,G80 AWD,FULL-SIZE,0.31999999999999995,0.23076923076923078,AS8,Z,0.36363636363636365,0.34337349397590355,0.35454545454545455,0.22413793103448276,0.43661971830985913
HONDA,Civic Sedan,MID-SIZE,0.14666666666666667,0.07692307692307693,M6,X,0.19318181818181818,0.15060240963855417,0.1772727272727273,0.41379310344827586,0.21126760563380284
GMC,YUKON FFV,SUV - STANDARD,0.5866666666666667,0.38461538461538464,A6,E,0.5909090909090908,0.5963855421686746,0.5954545454545455,0.08620689655172414,0.4436619718309859
DODGE,CHALLENGER SRT (MDS),MID-SIZE,0.7333333333333334,0.38461538461538464,A8,Z,0.43181818181818177,0.3373493975903613,0.4000000000000001,0.1896551724137931,0.4835680751173709
MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,0.09333333333333335,0.07692307692307693,AS6,Z,0.18939393939393934,0.16867469879518068,0.18181818181818182,0.41379310344827586,0.21126760563380284
HYUNDAI,SONATA,FULL-SIZE,0.14666666666666667,0.07692307692307693,A6,X,0.2727272727272727,0.2108433734939759,0.25,0.3103448275862069,0.2934272300469484
NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,0.3466666666666667,0.23076923076923078,AV,X,0.31060606060606055,0.31325301204819267,0.31363636363636366,0.25862068965517243,0.380281690140845
CHEVROLET,CRUZE,MID-SIZE,0.06666666666666665,0.07692307692307693,M6,X,0.18181818181818177,0.13253012048192772,0.1681818181818182,0.4310344827586207,0.19483568075117372
CHEVROLET,Silverado LD 4WD,PICKUP TRUCK - STANDARD,0.5866666666666667,0.38461538461538464,A6,X,0.43939393939393934,0.4457831325301205,0.440909090909091,0.15517241379310348,0.5375586854460094
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,0.64,0.38461538461538464,A6,X,0.48863636363636365,0.4819277108433734,0.4863636363636364,0.13793103448275862,0.5727699530516431
BUICK,ENCORE (LUV Engine),SUV - SMALL,0.06666666666666665,0.07692307692307693,AS6,X,0.19318181818181818,0.19277108433734938,0.19090909090909097,0.396551724137931,0.23004694835680753
FORD,FOCUS RS AWD,MID-SIZE,0.18666666666666665,0.07692307692307693,M6,Z,0.303030303030303,0.32530120481927705,0.30909090909090914,0.25862068965517243,0.3755868544600939
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,0.36,0.23076923076923078,A8,E,0.6249999999999999,0.6445783132530118,0.6318181818181818,0.08620689655172414,0.47887323943661975
PORSCHE,PANAMERA 4,FULL-SIZE,0.36,0.23076923076923078,AM7,Z,0.33712121212121204,0.2831325301204818,0.3181818181818182,0.24137931034482757,0.3896713615023474
VOLVO,XC60 T6  ,SUV - SMALL,0.14666666666666667,0.07692307692307693,AS8,Z,0.24621212121212116,0.2289156626506024,0.24090909090909096,0.32758620689655177,0.2816901408450704
MERCEDES-BENZ,SL 550,TWO-SEATER,0.5066666666666667,0.38461538461538464,AS7,Z,0.3484848484848484,0.3373493975903613,0.3454545454545454,0.22413793103448276,0.4061032863849765
AUDI,S5 SPORTBACK,MID-SIZE,0.28,0.23076923076923078,AM8,Z,0.2765151515151515,0.24096385542168672,0.26363636363636367,0.3103448275862069,0.31924882629107976
SMART,FORTWO CABRIOLET,TWO-SEATER,0.013333333333333336,0.0,AM5,Z,0.10227272727272729,0.10240963855421689,0.10454545454545461,0.5689655172413792,0.11971830985915491
MITSUBISHI,LANCER AWD,COMPACT,0.2,0.07692307692307693,AV6,X,0.2386363636363636,0.253012048192771,0.24545454545454548,0.32758620689655177,0.2863849765258216
KIA,OPTIMA,FULL-SIZE,0.2,0.07692307692307693,AS6,X,0.20454545454545453,0.16867469879518068,0.1954545454545455,0.396551724137931,0.23943661971830985
TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,0.41333333333333333,0.23076923076923078,AS5,X,0.38257575757575757,0.4819277108433734,0.41818181818181827,0.1724137931034483,0.5023474178403756
CADILLAC,CTS SEDAN,MID-SIZE,0.14666666666666667,0.07692307692307693,AS6,Z,0.29166666666666663,0.23493975903614459,0.27272727272727276,0.29310344827586204,0.31924882629107976
CHEVROLET,Colorado,PICKUP TRUCK - SMALL,0.21333333333333332,0.07692307692307693,M6,X,0.29166666666666663,0.31325301204819267,0.3,0.25862068965517243,0.363849765258216
CHEVROLET,CAMARO,SUBCOMPACT,0.14666666666666667,0.07692307692307693,M6,Z,0.29166666666666663,0.23493975903614459,0.27272727272727276,0.29310344827586204,0.3262910798122065
LEXUS,RC 300 AWD,SUBCOMPACT,0.3466666666666667,0.23076923076923078,AS6,Z,0.3181818181818181,0.31325301204819267,0.31363636363636366,0.25862068965517243,0.380281690140845
DODGE,GRAND CARAVAN FFV,MINIVAN,0.36,0.23076923076923078,A6,X,0.35984848484848475,0.32530120481927705,0.35000000000000003,0.22413793103448276,0.4225352112676056
KIA,Forte,MID-SIZE,0.14666666666666667,0.07692307692307693,M6,X,0.16666666666666663,0.14457831325301204,0.15909090909090912,0.44827586206896547,0.19718309859154928
CHEVROLET,CRUZE DIESEL,MID-SIZE,0.14666666666666667,0.07692307692307693,AS6,D,0.17045454545454541,0.06626506024096382,0.13636363636363635,0.5,0.22535211267605634
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,MID-SIZE,0.14666666666666667,0.07692307692307693,M6,Z,0.2765151515151515,0.24096385542168672,0.26363636363636367,0.3103448275862069,0.31924882629107976
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,0.5866666666666667,0.38461538461538464,A6,X,0.4431818181818181,0.4698795180722891,0.45454545454545453,0.15517241379310348,0.5516431924882629
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,0.12,0.07692307692307693,AV,X,0.13636363636363635,0.11445783132530121,0.12727272727272732,0.5172413793103448,0.15727699530516434
MERCEDES-BENZ,AMG C 63 S,COMPACT,0.41333333333333333,0.38461538461538464,A9,Z,0.34090909090909083,0.2831325301204818,0.3227272727272727,0.24137931034482757,0.392018779342723
GENESIS,G80 AWD,FULL-SIZE,0.3866666666666666,0.23076923076923078,AS8,X,0.3484848484848484,0.3373493975903613,0.3454545454545454,0.22413793103448276,0.4225352112676056
VOLVO,V60 T6 AWD,STATION WAGON - SMALL,0.14666666666666667,0.07692307692307693,AS8,Z,0.2689393939393939,0.253012048192771,0.26363636363636367,0.3103448275862069,0.31690140845070425
VOLVO,XC90 T5,SUV - STANDARD,0.14666666666666667,0.07692307692307693,AS8,Z,0.24242424242424238,0.30722891566265054,0.26818181818181824,0.29310344827586204,0.31924882629107976
DODGE,GRAND CARAVAN FFV,MINIVAN,0.36,0.23076923076923078,A6,E,0.5681818181818181,0.5481927710843373,0.5636363636363637,0.10344827586206895,0.3943661971830986
HONDA,Accord Sport/Touring,MID-SIZE,0.14666666666666667,0.07692307692307693,AS10,X,0.2348484848484848,0.20481927710843376,0.2272727272727273,0.3448275862068965,0.2699530516431925
CHRYSLER,200 FFV,MID-SIZE,0.36,0.23076923076923078,A9,X,0.31060606060606055,0.2108433734939759,0.2772727272727273,0.29310344827586204,0.3356807511737089
HONDA,Civic Hatchback,FULL-SIZE,0.08000000000000002,0.07692307692307693,AV,X,0.13257575757575757,0.12048192771084335,0.12727272727272732,0.5172413793103448,0.15492957746478872
AUDI,A8,FULL-SIZE,0.41333333333333333,0.38461538461538464,AS8,Z,0.41287878787878785,0.30722891566265054,0.37727272727272737,0.20689655172413796,0.45539906103286387
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,0.28,0.23076923076923078,AS6,Z,0.2765151515151515,0.2710843373493975,0.2772727272727273,0.29310344827586204,0.3262910798122065
NISSAN,JUKE AWD,STATION WAGON - SMALL,0.09333333333333335,0.07692307692307693,AV7,Z,0.17424242424242425,0.2108433734939759,0.18636363636363634,0.396551724137931,0.23004694835680753
BUICK,VERANO,COMPACT,0.2,0.07692307692307693,AS6,X,0.2689393939393939,0.21686746987951802,0.2545454545454545,0.3103448275862069,0.30516431924882625
PORSCHE,BOXSTER,TWO-SEATER,0.14666666666666667,0.07692307692307693,AM7,Z,0.2386363636363636,0.24096385542168672,0.24090909090909096,0.32758620689655177,0.28873239436619713
VOLKSWAGEN,Golf R,COMPACT,0.14666666666666667,0.07692307692307693,AM7,Z,0.22727272727272724,0.23493975903614459,0.2318181818181818,0.3448275862068965,0.27464788732394363
AUDI,RS 5 CABRIOLET,SUBCOMPACT,0.44000000000000006,0.38461538461538464,A7,Z,0.41666666666666663,0.43975903614457823,0.4227272727272728,0.1724137931034483,0.4976525821596244
MERCEDES-BENZ,AMG S 65 COUPE,COMPACT,0.68,0.6923076923076923,AS7,Z,0.5492424242424241,0.45783132530120474,0.5181818181818183,0.12068965517241381,0.6314553990610329
BUICK,ENCLAVE AWD,SUV - STANDARD,0.36,0.23076923076923078,A6,X,0.4469696969696969,0.4156626506024096,0.43636363636363634,0.1724137931034483,0.5305164319248826
MINI,COOPER S 3 DOOR,SUBCOMPACT,0.14666666666666667,0.07692307692307693,M6,Z,0.21969696969696967,0.18072289156626506,0.20454545454545459,0.37931034482758624,0.23943661971830985
FORD,FIESTA ST,SUBCOMPACT,0.09333333333333335,0.07692307692307693,M6,X,0.17803030303030304,0.16867469879518068,0.1772727272727273,0.41379310344827586,0.20657276995305165
HONDA,CIVIC TYPE R,FULL-SIZE,0.14666666666666667,0.07692307692307693,M6,Z,0.24242424242424238,0.25903614457831325,0.25,0.3103448275862069,0.3004694835680751
HYUNDAI,ELANTRA GT,FULL-SIZE,0.09333333333333335,0.07692307692307693,AM7,X,0.18939393939393934,0.1867469879518072,0.19090909090909097,0.396551724137931,0.23004694835680753
NISSAN,370Z,TWO-SEATER,0.37333333333333335,0.23076923076923078,AS7,Z,0.3181818181818181,0.3192771084337349,0.3181818181818182,0.24137931034482757,0.38732394366197176
